iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality,filter_$
VNM,Asia,Vietnam,7/11/2020,370,0,2.143,0,0,0,3.801,0,0.022,0,0,0,0.57, , , , , , , , , , , , ,2553,0.026,0.001,1191.3,samples tested, , , , , , , , , ,55.56,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704, ,1
VNM,Asia,Vietnam,7/12/2020,372,2,2.429,0,0,0,3.822,0.021,0.025,0,0,0,0.62, , , , , , , , , , , , ,2553,0.026,0.001,1051,samples tested, , , , , , , , , ,55.56,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704, ,1
VNM,Asia,Vietnam,7/13/2020,373,1,0.571,0,0,0,3.832,0.01,0.006,0,0,0,0.65, , , , , , , , , , , , ,2553,0.026,0,4471.1,samples tested, , , , , , , , , ,55.56,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704, ,1
VNM,Asia,Vietnam,7/14/2020,373,0,0.571,0,0,0,3.832,0,0.006,0,0,0,0.68, , , , , , , , , , , , ,2553,0.026,0,4471.1,samples tested, , , , , , , , , ,55.56,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704, ,1
VNM,Asia,Vietnam,7/15/2020,381,8,1.714,0,0,0,3.914,0.082,0.018,0,0,0,0.71, , , , , , , , , , , , ,2553,0.026,0.001,1489.5,samples tested, , , , , , , , , ,55.56,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704, ,1
VNM,Asia,Vietnam,7/16/2020,381,0,1.714,0,0,0,3.914,0,0.018,0,0,0,0.75, , , , , , , , , , , , ,2553,0.026,0.001,1489.5,samples tested, , , , , , , , , ,55.56,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704, ,1
VNM,Asia,Vietnam,7/17/2020,382,1,1.714,0,0,0,3.924,0.01,0.018,0,0,0,0.8, , , , , , , , , , , , ,2553,0.026,0.001,1489.5,samples tested, , , , , , , , , ,55.56,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704, ,1
VNM,Asia,Vietnam,7/18/2020,382,0,1.714,0,0,0,3.924,0,0.018,0,0,0,0.86, , , , , , , , , , , , ,2553,0.026,0.001,1489.5,samples tested, , , , , , , , , ,55.56,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704, ,1
VNM,Asia,Vietnam,7/19/2020,383,1,1.571,0,0,0,3.935,0.01,0.016,0,0,0,0.93, , , , , , , , , , , , ,2553,0.026,0.001,1625.1,samples tested, , , , , , , , , ,55.56,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704, ,1
VNM,Asia,Vietnam,7/20/2020,384,1,1.571,0,0,0,3.945,0.01,0.016,0,0,0,1, , , , , , , , , , , , ,2553,0.026,0.001,1625.1,samples tested, , , , , , , , , ,55.56,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704, ,1
VNM,Asia,Vietnam,7/21/2020,401,17,4,0,0,0,4.12,0.175,0.041,0,0,0,1.09, , , , , , , , , , , , ,2553,0.026,0.002,638.2,samples tested, , , , , , , , , ,55.56,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704, ,1
VNM,Asia,Vietnam,7/22/2020,408,7,3.857,0,0,0,4.192,0.072,0.04,0,0,0,1.17, , , , , , , , , , , , ,2553,0.026,0.002,661.9,samples tested, , , , , , , , , ,55.56,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704, ,1
VNM,Asia,Vietnam,7/23/2020,412,4,4.429,0,0,0,4.233,0.041,0.045,0,0,0,1.24, , , , , , , , , , , , ,2553,0.026,0.002,576.4,samples tested, , , , , , , , , ,55.56,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704, ,1
VNM,Asia,Vietnam,7/24/2020,415,3,4.714,0,0,0,4.263,0.031,0.048,0,0,0,1.32, , , , , , , , , , , , ,2553,0.026,0.002,541.6,samples tested, , , , , , , , , ,55.56,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704, ,1
VNM,Asia,Vietnam,7/25/2020,417,2,5,0,0,0,4.284,0.021,0.051,0,0,0,1.41, , , , , , , , , , , , ,2553,0.026,0.002,510.6,samples tested, , , , , , , , , ,55.56,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704, ,1
VNM,Asia,Vietnam,7/26/2020,420,3,5.286,0,0,0,4.315,0.031,0.054,0,0,0,1.52, , , , , , , , , , , , ,2553,0.026,0.002,483,samples tested, , , , , , , , , ,55.56,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704, ,1
VNM,Asia,Vietnam,7/27/2020,431,11,6.714,0,0,0,4.428,0.113,0.069,0,0,0,1.64, , , , , , , , , , , , ,2553,0.026,0.003,380.3,samples tested, , , , , , , , , ,69.44,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704, ,1
VNM,Asia,Vietnam,7/28/2020,446,15,6.429,0,0,0,4.582,0.154,0.066,0,0,0,1.73, , , , , , , , , , , , ,2553,0.026,0.003,397.1,samples tested, , , , , , , , , ,75,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704, ,1
VNM,Asia,Vietnam,7/29/2020,459,13,7.286,0,0,0,4.715,0.134,0.075,0,0,0,1.79, , , , , , , , , ,443517,4.556, ,2553,0.026,0.003,350.4,samples tested, , , , , , , , , ,75,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704, ,1
VNM,Asia,Vietnam,7/30/2020,509,50,13.857,0,0,0,5.229,0.514,0.142,0,0,0,1.85, , , , , , , , ,6047,449564,4.619,0.062,3052,0.031,0.005,220.2,samples tested, , , , , , , , , ,76.85,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704, ,1
VNM,Asia,Vietnam,7/31/2020,558,49,20.429,3,3,0.429,5.733,0.503,0.21,0.031,0.031,0.004,1.8, , , , , , , , , , , , ,4248,0.044,0.005,207.9,samples tested, , , , , , , , , ,79.63,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704, ,1
VNM,Asia,Vietnam,8/1/2020,590,32,24.714,3,0,0.429,6.061,0.329,0.254,0.031,0,0.004,1.72, , , , , , , , , ,471410,4.843, ,5443,0.056,0.005,220.2,samples tested, , , , , , , , , ,79.63,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704, ,1
VNM,Asia,Vietnam,8/2/2020,621,31,28.714,6,3,0.857,6.38,0.318,0.295,0.062,0.031,0.009,1.64, , , , , , , , ,11046,482456,4.956,0.113,6657,0.068,0.004,231.8,samples tested, , , , , , , , , ,79.63,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704, ,1
VNM,Asia,Vietnam,8/3/2020,652,31,31.571,7,1,1,6.698,0.318,0.324,0.072,0.01,0.01,1.55, , , , , , , , ,11025,493481,5.07,0.113,7867,0.081,0.004,249.2,samples tested, , , , , , , , , ,79.63,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704, ,1
VNM,Asia,Vietnam,8/4/2020,672,20,32.286,8,1,1.143,6.904,0.205,0.332,0.082,0.01,0.012,1.48, , , , , , , , ,13148,506629,5.205,0.135,9381,0.096,0.003,290.6,samples tested, , , , , , , , , ,79.63,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704, ,1
VNM,Asia,Vietnam,8/5/2020,717,45,36.857,9,1,1.286,7.366,0.462,0.379,0.092,0.01,0.013,1.41, , , , , , , , , , , , ,11604,0.119,0.003,314.8,samples tested, , , , , , , , , ,79.63,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704, ,1
VNM,Asia,Vietnam,8/6/2020,750,33,34.429,10,1,1.429,7.705,0.339,0.354,0.103,0.01,0.015,1.33, , , , , , , , , , , , ,13329,0.137,0.003,387.1,samples tested, , , , , , , , , ,79.63,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704, ,1
VNM,Asia,Vietnam,8/7/2020,789,39,33,10,0,1,8.106,0.401,0.339,0.103,0,0.01,1.26, , , , , , , , , , , , ,14356,0.147,0.002,435,samples tested, , , , , , , , , ,79.63,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704, ,1
VNM,Asia,Vietnam,8/8/2020,812,23,31.714,10,0,1,8.342,0.236,0.326,0.103,0,0.01,1.19, , , , , , , , , , , , ,15384,0.158,0.002,485.1,samples tested, , , , , , , , , ,79.63,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704, ,1
VNM,Asia,Vietnam,8/9/2020,841,29,31.429,13,3,1,8.64,0.298,0.323,0.134,0.031,0.01,1.12, , , , , , , , , , , , ,16394,0.168,0.002,521.6,samples tested, , , , , , , , , ,75.93,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704, ,1
VNM,Asia,Vietnam,8/10/2020,847,6,27.857,15,2,1.143,8.702,0.062,0.286,0.154,0.021,0.012,1.05, , , , , , , , , , , , ,17408,0.179,0.002,624.9,samples tested, , , , , , , , , ,75.93,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704, ,1
VNM,Asia,Vietnam,8/11/2020,866,19,27.714,16,1,1.143,8.897,0.195,0.285,0.164,0.01,0.012,1, , , , , , , , , , , , ,18118,0.186,0.002,653.7,samples tested, , , , , , , , , ,75.93,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704, ,1
VNM,Asia,Vietnam,8/12/2020,883,17,23.714,18,2,1.286,9.071,0.175,0.244,0.185,0.021,0.013,0.95, , , , , , , , , , , , ,18118,0.186,0.001,764,samples tested, , , , , , , , , ,77.31,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704, ,1
VNM,Asia,Vietnam,8/13/2020,911,28,23,21,3,1.571,9.359,0.288,0.236,0.216,0.031,0.016,0.91, , , , , , , , , ,669687,6.88, ,18118,0.186,0.001,787.7,samples tested, , , , , , , , , ,77.31,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704, ,1
VNM,Asia,Vietnam,8/14/2020,930,19,20.143,22,1,1.714,9.554,0.195,0.207,0.226,0.01,0.018,0.87, , , , , , , , , , , , ,19380,0.199,0.001,962.1,samples tested, , , , , , , , , ,77.31,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704, ,1
VNM,Asia,Vietnam,8/15/2020,951,21,19.857,24,2,2,9.77,0.216,0.204,0.247,0.021,0.021,0.83, , , , , , , , , ,723596,7.434, ,20642,0.212,0.001,1039.5,samples tested, , , , , , , , , ,77.31,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704, ,1
VNM,Asia,Vietnam,8/16/2020,964,13,17.571,24,0,1.571,9.904,0.134,0.181,0.247,0,0.016,0.78, , , , , , , , , , , , ,21485,0.221,0.001,1222.8,samples tested, , , , , , , , , ,77.31,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704, ,1
VNM,Asia,Vietnam,8/17/2020,983,19,19.429,25,1,1.429,10.099,0.195,0.2,0.257,0.01,0.015,0.74, , , , , , , , , , , , ,22328,0.229,0.001,1149.2,samples tested, , , , , , , , , ,77.31,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704, ,1
VNM,Asia,Vietnam,8/18/2020,989,6,17.571,26,1,1.429,10.16,0.062,0.181,0.267,0.01,0.015,0.69, , , , , , , , , , , , ,23171,0.238,0.001,1318.7,samples tested, , , , , , , , , ,77.31,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704, ,1
VNM,Asia,Vietnam,8/19/2020,994,5,15.857,25,-1,1,10.212,0.051,0.163,0.257,-0.01,0.01,0.65, , , , , , , , , , , , ,24014,0.247,0.001,1514.4,samples tested, , , , , , , , , ,77.31,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704, ,1
VNM,Asia,Vietnam,8/20/2020,1007,13,13.714,25,0,0.571,10.345,0.134,0.141,0.257,0,0.006,0.62, , , , , , , , , ,843688,8.668, ,24857,0.255,0.001,1812.5,samples tested, , , , , , , , , ,77.31,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704, ,1
VNM,Asia,Vietnam,8/21/2020,1009,2,11.286,25,0,0.429,10.366,0.021,0.116,0.257,0,0.004,0.59, , , , , , , , , , , , ,24375,0.25,0,2159.8,samples tested, , , , , , , , , ,77.31,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704, ,1
VNM,Asia,Vietnam,8/22/2020,1014,5,9,26,1,0.286,10.417,0.051,0.092,0.267,0.01,0.003,0.57, , , , , , , , , , , , ,23892,0.245,0,2654.7,samples tested, , , , , , , , , ,77.31,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704, ,1
VNM,Asia,Vietnam,8/23/2020,1016,2,7.429,27,1,0.429,10.438,0.021,0.076,0.277,0.01,0.004,0.55, , , , , , , , , ,914416,9.394, ,23829,0.245,0,3207.6,samples tested, , , , , , , , , ,77.31,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704, ,1
VNM,Asia,Vietnam,8/24/2020,1022,6,5.571,27,0,0.286,10.499,0.062,0.057,0.277,0,0.003,0.53, , , , , , , , , , , , ,22115,0.227,0,3969.7,samples tested, , , , , , , , , ,77.31,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704, ,1
VNM,Asia,Vietnam,8/25/2020,1029,7,5.714,27,0,0.143,10.571,0.072,0.059,0.277,0,0.001,0.51, , , , , , , , , , , , ,20401,0.21,0,3570.4,samples tested, , , , , , , , , ,77.31,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704, ,1
VNM,Asia,Vietnam,8/26/2020,1034,5,5.714,30,3,0.714,10.623,0.051,0.059,0.308,0.031,0.007,0.5, , , , , , , , , ,950477,9.765, ,18687,0.192,0,3270.4,samples tested, , , , , , , , , ,77.31,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704, ,1
VNM,Asia,Vietnam,8/27/2020,1036,2,4.143,30,0,0.714,10.643,0.021,0.043,0.308,0,0.007,0.48, , , , , , , , , , , , ,16489,0.169,0,3980,samples tested, , , , , , , , , ,77.31,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704, ,1
VNM,Asia,Vietnam,8/28/2020,1038,2,4.143,30,0,0.714,10.664,0.021,0.043,0.308,0,0.007,0.47, , , , , , , , , , , , ,14355,0.147,0,3464.9,samples tested, , , , , , , , , ,77.31,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704, ,1
VNM,Asia,Vietnam,8/29/2020,1040,2,3.714,32,2,0.857,10.684,0.021,0.038,0.329,0.021,0.009,0.46, , , , , , , , , ,976384,10.031, ,12221,0.126,0,3290.5,samples tested, , , , , , , , , ,77.31,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704, ,1
VNM,Asia,Vietnam,8/30/2020,1040,0,3.429,32,0,0.714,10.684,0,0.035,0.329,0,0.007,0.45, , , , , , , , ,5313,981697,10.085,0.055,9612,0.099,0,2803.1,samples tested, , , , , , , , , ,77.31,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704, ,1
VNM,Asia,Vietnam,8/31/2020,1044,4,3.143,34,2,1,10.725,0.041,0.032,0.349,0.021,0.01,0.46, , , , , , , , , , , , ,8933,0.092,0,2842.2,samples tested, , , , , , , , , ,77.31,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704, ,1
VNM,Asia,Vietnam,9/1/2020,1044,0,2.143,34,0,1,10.725,0,0.022,0.349,0,0.01,0.45, , , , , , , , , , , , ,8254,0.085,0,3851.6,samples tested, , , , , , , , , ,77.31,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704, ,1
VNM,Asia,Vietnam,9/2/2020,1046,2,1.714,34,0,0.571,10.746,0.021,0.018,0.349,0,0.006,0.46, , , , , , , , , , , , ,7575,0.078,0,4419.5,samples tested, , , , , , , , , ,77.31,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704, ,1
VNM,Asia,Vietnam,9/3/2020,1046,0,1.429,35,1,0.714,10.746,0,0.015,0.36,0.01,0.007,0.47, , , , , , , , , , , , ,7380,0.076,0,5164.5,samples tested, , , , , , , , , ,77.31,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704, ,1
VNM,Asia,Vietnam,9/4/2020,1049,3,1.571,35,0,0.714,10.777,0.031,0.016,0.36,0,0.007,0.49, , , , , , , , , , , , ,7184,0.074,0,4572.9,samples tested, , , , , , , , , ,77.31,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704, ,1
VNM,Asia,Vietnam,9/5/2020,1049,0,1.286,35,0,0.429,10.777,0,0.013,0.36,0,0.004,0.5, , , , , , , , , ,1025307,10.533, ,6989,0.072,0,5434.7,samples tested, , , , , , , , , ,77.31,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704, ,1
VNM,Asia,Vietnam,9/6/2020,1049,0,1.286,35,0,0.429,10.777,0,0.013,0.36,0,0.004,0.52, , , , , , , , ,7983,1033290,10.615,0.082,7370,0.076,0,5730.9,samples tested, , , , , , , , , ,81.02,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704, ,1
VNM,Asia,Vietnam,9/7/2020,1049,0,0.714,35,0,0.143,10.777,0,0.007,0.36,0,0.001,0.54, , , , , , , , ,8774,1042064,10.706,0.09,7586,0.078,0,10624.6,samples tested, , , , , , , , , ,81.02,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704, ,1
VNM,Asia,Vietnam,9/8/2020,1054,5,1.429,35,0,0.143,10.828,0.051,0.015,0.36,0,0.001,0.58, , , , , , , , ,8158,1050222,10.789,0.084,7713,0.079,0,5397.5,samples tested, , , , , , , , , ,81.02,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704, ,1
VNM,Asia,Vietnam,9/9/2020,1059,5,1.857,35,0,0.143,10.88,0.051,0.019,0.36,0,0.001,0.59, , , , , , , , ,7371,1057593,10.865,0.076,7727,0.079,0,4161,samples tested, , , , , , , , , ,81.02,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704, ,1
VNM,Asia,Vietnam,9/10/2020,1059,0,1.857,35,0,0,10.88,0,0.019,0.36,0,0,0.57, , , , , , , , ,9571,1067164,10.963,0.098,8056,0.083,0,4338.2,samples tested, , , , , , , , , ,81.02,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704, ,1
VNM,Asia,Vietnam,9/11/2020,1060,1,1.571,35,0,0,10.89,0.01,0.016,0.36,0,0,0.56, , , , , , , , , , , , ,7475,0.077,0,4758.1,samples tested, , , , , , , , , ,81.02,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704, ,1
VNM,Asia,Vietnam,9/12/2020,1060,0,1.571,35,0,0,10.89,0,0.016,0.36,0,0,0.56, , , , , , , , , , , , ,6894,0.071,0,4388.3,samples tested, , , , , , , , , ,81.02,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704, ,1
VNM,Asia,Vietnam,9/13/2020,1063,3,2,35,0,0,10.921,0.031,0.021,0.36,0,0,0.57, , , , , , , , , ,1076762,11.062, ,6210,0.064,0,3105,samples tested, , , , , , , , , ,81.02,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704, ,1
VNM,Asia,Vietnam,9/14/2020,1063,0,2,35,0,0,10.921,0,0.021,0.36,0,0,0.55, , , , , , , , ,3005,1079767,11.093,0.031,5386,0.055,0,2693,samples tested, , , , , , , , , ,77.31,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704, ,1
VNM,Asia,Vietnam,9/15/2020,1063,0,1.286,35,0,0,10.921,0,0.013,0.36,0,0,0.55, , , , , , , , ,4031,1083798,11.134,0.041,4797,0.049,0,3730.2,samples tested, , , , , , , , , ,77.31,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704, ,1
